SEQN,Gender,Age(year),Race,Served_army,Country_of_birth,Length_time_US,Education(adults),Marital_status,Pregnancy_status,People_in_Household,Income_poverty_num,Income_poverty,Races_simplify
130626.0,Female,69.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,3.3,Middle,White
130627.0,Male,73.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,2.0,3.0,Middle,White
130628.0,Male,22.0,Other Hispanic,No,Others,< 1,Some college,Never married,,4.0,2.52,Middle,Back-Hispanic-Asian
130629.0,Male,73.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
130630.0,Female,17.0,Non-Hispanic White,No,US,,,,,3.0,3.47,Middle,White
130631.0,Male,29.0,Other Hispanic,No,Others,10-14,High school,Married/Living with partner,,2.0,,High,Back-Hispanic-Asian
130632.0,Male,5.397605346934028e-79,Non-Hispanic Black,,US,,,,,6.0,0.93,Low,Back-Hispanic-Asian
130633.0,Male,47.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,5.0,2.85,Middle,White
130634.0,Female,51.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,3.0,2.82,Middle,White
130635.0,Female,14.0,Non-Hispanic White,,US,,,,,5.0,5.0,High,White
130636.0,Female,57.0,Other Race,No,Others,>20,Some college,Never married,,1.0,,High,Back-Hispanic-Asian
130637.0,Male,61.0,Mexican American,Yes,US,,Some college,Widowed/Divorced/Separated,,1.0,5.0,High,Back-Hispanic-Asian
130638.0,Male,17.0,Non-Hispanic Black,No,US,,,,,3.0,1.01,Low,Back-Hispanic-Asian
130639.0,Female,4.0,Non-Hispanic White,,US,,,,,7.0,1.41,Low,White
130640.0,Female,31.0,Non-Hispanic Black,No,US,,Some college,Never married,No,7.0,0.23,Low,Back-Hispanic-Asian
130641.0,Male,5.397605346934028e-79,Other Race,,US,,,,,3.0,3.22,Middle,Back-Hispanic-Asian
130642.0,Male,43.0,Non-Hispanic Asian,No,Others,>20,College graduate,Married/Living with partner,,7.0,5.0,High,Back-Hispanic-Asian
130643.0,Male,73.0,Non-Hispanic Black,No,US,,Some college,Married/Living with partner,,3.0,,High,Back-Hispanic-Asian
130644.0,Female,30.0,Mexican American,No,US,,College graduate,Refuse,No,3.0,3.02,Middle,Back-Hispanic-Asian
130645.0,Female,47.0,Other Hispanic,No,US,,Some college,Never married,,1.0,0.39,Low,Back-Hispanic-Asian
130646.0,Female,79.0,Non-Hispanic White,No,US,,College graduate,Never married,,1.0,,High,White
130647.0,Male,65.0,Other Race,No,US,,Some college,Married/Living with partner,,2.0,1.04,Low,Back-Hispanic-Asian
130648.0,Female,12.0,Non-Hispanic White,,US,,,,,7.0,5.0,High,White
130649.0,Female,40.0,Non-Hispanic White,No,Others,>20,9-11th grade,Married/Living with partner,Cannot ascertain,4.0,0.85,Low,White
130650.0,Female,2.0,Non-Hispanic Black,,US,,,,,7.0,,High,Back-Hispanic-Asian
130651.0,Female,80.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,1.0,3.68,Middle,White
130652.0,Male,34.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,7.0,1.97,Low,White
130653.0,Female,11.0,Non-Hispanic Black,,US,,,,,4.0,2.0,Middle,Back-Hispanic-Asian
130654.0,Female,72.0,Mexican American,No,Others,>20,Some college,Widowed/Divorced/Separated,,6.0,2.29,Middle,Back-Hispanic-Asian
130655.0,Male,69.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
130656.0,Female,64.0,Other Hispanic,No,Others,>20,< 9th grade,Widowed/Divorced/Separated,,1.0,1.01,Low,Back-Hispanic-Asian
130657.0,Male,3.0,Non-Hispanic White,,US,,,,,6.0,,High,White
130658.0,Male,69.0,Other Hispanic,No,Others,>20,High school,Married/Living with partner,,4.0,0.77,Low,Back-Hispanic-Asian
130659.0,Male,55.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,,High,White
130660.0,Male,5.0,Other Race,,US,,,,,5.0,4.56,Middle,Back-Hispanic-Asian
130661.0,Male,16.0,Mexican American,,US,,,,,6.0,2.69,Middle,Back-Hispanic-Asian
130662.0,Female,52.0,Non-Hispanic Black,No,US,,High school,Married/Living with partner,,3.0,0.85,Low,Back-Hispanic-Asian
130663.0,Female,76.0,Other Hispanic,No,Others,10-14,College graduate,Married/Living with partner,,2.0,2.73,Middle,Back-Hispanic-Asian
130664.0,Male,37.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,3.0,0.89,Low,White
130665.0,Female,55.0,Mexican American,No,US,,Some college,Widowed/Divorced/Separated,,1.0,0.88,Low,Back-Hispanic-Asian
130666.0,Male,57.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,2.0,3.28,Middle,White
130667.0,Male,36.0,Non-Hispanic Black,No,US,,Some college,Married/Living with partner,,4.0,,High,Back-Hispanic-Asian
130668.0,Female,34.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,No,3.0,1.35,Low,White
130669.0,Female,80.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,3.0,5.0,High,White
130670.0,Female,70.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,3.0,1.61,Low,White
130671.0,Female,25.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,No,2.0,1.84,Low,White
130672.0,Male,15.0,Other Race,,US,,,,,4.0,3.15,Middle,Back-Hispanic-Asian
130673.0,Male,12.0,Non-Hispanic Asian,,Others,5-9,,,,7.0,,High,Back-Hispanic-Asian
130674.0,Female,68.0,Non-Hispanic White,No,US,,Some college,Never married,,2.0,2.21,Middle,White
130675.0,Female,67.0,Other Hispanic,No,US,,Some college,Never married,,1.0,5.0,High,Back-Hispanic-Asian
130676.0,Female,25.0,Mexican American,No,US,,College graduate,Never married,No,5.0,1.37,Low,Back-Hispanic-Asian
130677.0,Female,10.0,Non-Hispanic White,,US,,,,,5.0,,High,White
130678.0,Male,45.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,4.0,,High,White
130679.0,Male,5.0,Non-Hispanic Black,,US,,,,,4.0,0.56,Low,Back-Hispanic-Asian
130680.0,Female,12.0,Non-Hispanic White,,US,,,,,7.0,2.03,Middle,White
130681.0,Female,37.0,Non-Hispanic Black,No,US,,College graduate,Never married,Cannot ascertain,2.0,,High,Back-Hispanic-Asian
130682.0,Male,9.0,Non-Hispanic White,,US,,,,,2.0,0.51,Low,White
130683.0,Female,62.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,5.0,High,White
130684.0,Female,16.0,Non-Hispanic White,,US,,,,,6.0,2.98,Middle,White
130685.0,Female,5.0,Mexican American,,US,,,,,5.0,,High,Back-Hispanic-Asian
130686.0,Male,58.0,Non-Hispanic Black,No,US,,9-11th grade,Never married,,1.0,1.4,Low,Back-Hispanic-Asian
130687.0,Male,73.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,5.0,2.13,Middle,White
130688.0,Female,72.0,Other Race,No,Others,>20,College graduate,Married/Living with partner,,3.0,2.17,Middle,Back-Hispanic-Asian
130689.0,Female,8.0,Non-Hispanic White,,US,,,,,4.0,2.43,Middle,White
130690.0,Male,61.0,Other Hispanic,No,Others,>20,High school,Married/Living with partner,,3.0,,High,Back-Hispanic-Asian
130691.0,Female,32.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,No,4.0,5.0,High,White
130692.0,Female,44.0,Other Race,No,US,,Some college,Married/Living with partner,No,2.0,3.18,Middle,Back-Hispanic-Asian
130693.0,Male,14.0,Other Hispanic,,US,,,,,5.0,0.83,Low,Back-Hispanic-Asian
130694.0,Male,27.0,Non-Hispanic Black,No,US,,9-11th grade,Never married,,2.0,1.15,Low,Back-Hispanic-Asian
130695.0,Male,12.0,Non-Hispanic White,,US,,,,,3.0,2.21,Middle,White
130696.0,Female,1.0,Other Race,,US,,,,,7.0,1.22,Low,Back-Hispanic-Asian
130697.0,Female,20.0,Non-Hispanic White,No,US,,High school,Never married,No,1.0,1.91,Low,White
130698.0,Female,15.0,Non-Hispanic White,,US,,,,,2.0,1.44,Low,White
130699.0,Male,5.0,Other Race,,Others,< 1,,,,4.0,4.0,Middle,Back-Hispanic-Asian
130700.0,Female,11.0,Other Race,,US,,,,,4.0,0.49,Low,Back-Hispanic-Asian
130701.0,Female,33.0,Non-Hispanic Asian,No,Others,5-9,College graduate,Widowed/Divorced/Separated,No,1.0,3.09,Middle,Back-Hispanic-Asian
130702.0,Female,7.0,Non-Hispanic White,,US,,,,,4.0,3.24,Middle,White
130703.0,Female,51.0,Other Race,No,US,,9-11th grade,Widowed/Divorced/Separated,,2.0,1.09,Low,Back-Hispanic-Asian
130704.0,Male,66.0,Non-Hispanic Black,No,US,,High school,Never married,,1.0,0.88,Low,Back-Hispanic-Asian
130705.0,Male,64.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
130706.0,Male,2.0,Other Hispanic,,US,,,,,3.0,1.14,Low,Back-Hispanic-Asian
130707.0,Female,22.0,Non-Hispanic White,No,US,,College graduate,Never married,No,2.0,4.37,Middle,White
130708.0,Female,58.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,5.0,High,White
130709.0,Female,4.0,Non-Hispanic White,,US,,,,,5.0,2.85,Middle,White
130710.0,Female,77.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,2.87,Middle,White
130711.0,Female,28.0,Other Hispanic,No,Others,5-9,High school,Married/Living with partner,No,2.0,1.44,Low,Back-Hispanic-Asian
130712.0,Male,46.0,Other Race,No,Others,>20,High school,Widowed/Divorced/Separated,,2.0,5.397605346934028e-79,Low,Back-Hispanic-Asian
130713.0,Male,69.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,4.42,Middle,White
130714.0,Male,8.0,Other Race,,US,,,,,4.0,0.75,Low,Back-Hispanic-Asian
130715.0,Male,48.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,2.0,3.88,Middle,White
130716.0,Female,5.0,Other Hispanic,,US,,,,,5.0,1.03,Low,Back-Hispanic-Asian
130717.0,Female,68.0,Non-Hispanic Black,No,US,,Some college,Widowed/Divorced/Separated,,1.0,2.13,Middle,Back-Hispanic-Asian
130718.0,Male,65.0,Mexican American,No,US,,9-11th grade,Married/Living with partner,,2.0,1.51,Low,Back-Hispanic-Asian
130719.0,Male,54.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,3.0,,High,White
130720.0,Female,46.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,3.0,0.79,Low,White
130721.0,Male,14.0,Other Race,,US,,,,,4.0,0.41,Low,Back-Hispanic-Asian
130722.0,Female,62.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,1.75,Low,White
130723.0,Male,76.0,Other Race,No,Others,>20,College graduate,Widowed/Divorced/Separated,,5.0,1.85,Low,Back-Hispanic-Asian
130724.0,Female,68.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
130725.0,Female,15.0,Non-Hispanic White,,US,,,,,7.0,1.99,Low,White
130726.0,Female,29.0,Other Race,No,US,,High school,Never married,Cannot ascertain,1.0,,High,Back-Hispanic-Asian
130727.0,Female,8.0,Non-Hispanic White,,US,,,,,5.0,,High,White
130728.0,Male,13.0,Non-Hispanic White,,US,,,,,4.0,5.0,High,White
130729.0,Female,19.0,Mexican American,No,Others,1-4,,,,7.0,0.24,Low,Back-Hispanic-Asian
130730.0,Female,76.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
130731.0,Male,2.0,Mexican American,,US,,,,,3.0,1.81,Low,Back-Hispanic-Asian
130732.0,Male,6.0,Non-Hispanic White,,US,,,,,4.0,5.0,High,White
130733.0,Female,68.0,Other Race,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,2.57,Middle,Back-Hispanic-Asian
130734.0,Male,40.0,Non-Hispanic White,No,Others,1-4,Some college,Never married,,1.0,2.58,Middle,White
130735.0,Female,10.0,Mexican American,,Others,5-9,,,,4.0,,High,Back-Hispanic-Asian
130736.0,Male,1.0,Non-Hispanic White,,US,,,,,4.0,,High,White
130737.0,Female,2.0,Non-Hispanic White,,US,,,,,4.0,4.33,Middle,White
130738.0,Male,80.0,Non-Hispanic White,Yes,US,,High school,Married/Living with partner,,2.0,,High,White
130739.0,Male,64.0,Mexican American,No,Others,>20,9-11th grade,Married/Living with partner,,2.0,1.26,Low,Back-Hispanic-Asian
130740.0,Male,4.0,Other Hispanic,,US,,,,,4.0,5.0,High,Back-Hispanic-Asian
130741.0,Female,29.0,Non-Hispanic Black,No,Others,< 1,College graduate,Married/Living with partner,Cannot ascertain,3.0,2.82,Middle,Back-Hispanic-Asian
130742.0,Female,62.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,3.0,4.57,Middle,White
130743.0,Male,80.0,Non-Hispanic White,Yes,US,,Some college,Married/Living with partner,,2.0,,High,White
130744.0,Female,33.0,Mexican American,No,US,,College graduate,Married/Living with partner,No,3.0,1.81,Low,Back-Hispanic-Asian
130745.0,Female,38.0,Mexican American,No,Others,5-9,Some college,Married/Living with partner,No,5.0,1.85,Low,Back-Hispanic-Asian
130746.0,Female,45.0,Non-Hispanic Black,No,US,,High school,Married/Living with partner,,5.0,0.86,Low,Back-Hispanic-Asian
130747.0,Male,50.0,Non-Hispanic White,No,Others,10-14,College graduate,Married/Living with partner,,3.0,,High,White
130748.0,Male,68.0,Non-Hispanic Black,Yes,US,,College graduate,Married/Living with partner,,2.0,4.31,Middle,Back-Hispanic-Asian
130749.0,Female,34.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,Cannot ascertain,4.0,5.0,High,White
130750.0,Female,80.0,Non-Hispanic White,No,US,,High school,Never married,,1.0,1.16,Low,White
130751.0,Female,6.0,Other Hispanic,,US,,,,,7.0,0.01,Low,Back-Hispanic-Asian
130752.0,Female,68.0,Other Race,No,US,,< 9th grade,Widowed/Divorced/Separated,,1.0,0.18,Low,Back-Hispanic-Asian
130753.0,Female,57.0,Other Race,Yes,Others,Refuse,Some college,Married/Living with partner,,1.0,5.397605346934028e-79,Low,Back-Hispanic-Asian
130754.0,Male,62.0,Non-Hispanic White,No,US,,9-11th grade,Widowed/Divorced/Separated,,2.0,5.397605346934028e-79,Low,White
130755.0,Male,4.0,Non-Hispanic White,,US,,,,,5.0,1.05,Low,White
130756.0,Male,4.0,Mexican American,,US,,,,,7.0,0.91,Low,Back-Hispanic-Asian
130757.0,Male,9.0,Non-Hispanic White,,US,,,,,5.0,3.41,Middle,White
130758.0,Male,15.0,Non-Hispanic White,,US,,,,,4.0,,High,White
130759.0,Male,65.0,Non-Hispanic White,No,US,,Some college,Widowed/Divorced/Separated,,1.0,1.03,Low,White
130760.0,Male,36.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,4.0,4.32,Middle,White
130761.0,Female,43.0,Non-Hispanic White,No,US,,Some college,Never married,No,2.0,1.91,Low,White
130762.0,Female,28.0,Other Hispanic,No,Others,1-4,Some college,Married/Living with partner,No,2.0,,High,Back-Hispanic-Asian
130763.0,Female,13.0,Non-Hispanic White,,US,,,,,4.0,,High,White
130764.0,Female,22.0,Other Hispanic,No,US,,Some college,Never married,Cannot ascertain,1.0,0.34,Low,Back-Hispanic-Asian
130765.0,Female,14.0,Mexican American,,US,,,,,4.0,3.33,Middle,Back-Hispanic-Asian
130766.0,Male,80.0,Non-Hispanic Black,No,US,,< 9th grade,Widowed/Divorced/Separated,,1.0,,High,Back-Hispanic-Asian
130767.0,Female,70.0,Non-Hispanic Black,No,US,,College graduate,Married/Living with partner,,4.0,1.62,Low,Back-Hispanic-Asian
130768.0,Female,71.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,1.23,Low,White
130769.0,Male,22.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,1.48,Low,White
130770.0,Female,4.0,Non-Hispanic White,,US,,,,,5.0,3.13,Middle,White
130771.0,Male,57.0,Non-Hispanic Black,No,US,,High school,Widowed/Divorced/Separated,,4.0,1.61,Low,Back-Hispanic-Asian
130772.0,Female,5.0,Non-Hispanic White,,US,,,,,5.0,3.41,Middle,White
130773.0,Female,11.0,Non-Hispanic White,,US,,,,,4.0,1.55,Low,White
130774.0,Female,50.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,0.23,Low,White
130775.0,Male,67.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,3.0,5.0,High,White
130776.0,Female,40.0,Other Hispanic,No,Others,>20,High school,Never married,No,4.0,0.75,Low,Back-Hispanic-Asian
130777.0,Male,30.0,Non-Hispanic White,Yes,US,,High school,Never married,,1.0,5.397605346934028e-79,Low,White
130778.0,Male,15.0,Non-Hispanic White,,US,,,,,4.0,5.0,High,White
130779.0,Female,19.0,Non-Hispanic White,No,US,,,,,2.0,4.88,Middle,White
130780.0,Female,58.0,Non-Hispanic Black,No,US,,9-11th grade,Married/Living with partner,,2.0,1.39,Low,Back-Hispanic-Asian
130781.0,Male,66.0,Non-Hispanic Black,No,US,,Some college,Married/Living with partner,,2.0,1.84,Low,Back-Hispanic-Asian
130782.0,Male,43.0,Non-Hispanic White,No,US,,College graduate,Dont Know,,1.0,5.0,High,White
130783.0,Female,11.0,Non-Hispanic White,,US,,,,,6.0,0.84,Low,White
130784.0,Female,4.0,Mexican American,,US,,,,,4.0,0.72,Low,Back-Hispanic-Asian
130785.0,Male,33.0,Non-Hispanic Black,No,US,,High school,Married/Living with partner,,5.0,1.69,Low,Back-Hispanic-Asian
130786.0,Female,73.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,,High,White
130787.0,Female,80.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,1.0,2.47,Middle,White
130788.0,Male,39.0,Non-Hispanic White,No,US,,College graduate,Never married,,1.0,5.0,High,White
130789.0,Male,15.0,Other Hispanic,,Others,5-9,,,,5.0,2.26,Middle,Back-Hispanic-Asian
130790.0,Male,5.0,Other Hispanic,,US,,,,,4.0,0.83,Low,Back-Hispanic-Asian
130791.0,Female,52.0,Non-Hispanic White,No,US,,College graduate,Widowed/Divorced/Separated,,3.0,3.22,Middle,White
130792.0,Female,12.0,Non-Hispanic Black,,US,,,,,4.0,3.69,Middle,Back-Hispanic-Asian
130793.0,Male,71.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,,1.0,,High,White
130794.0,Female,4.0,Non-Hispanic Black,,US,,,,,3.0,2.39,Middle,Back-Hispanic-Asian
130795.0,Male,14.0,Non-Hispanic White,,Others,5-9,,,,5.0,5.0,High,White
130796.0,Male,47.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,2.0,3.45,Middle,White
130797.0,Male,73.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,5.0,High,White
130798.0,Female,7.0,Non-Hispanic White,,US,,,,,4.0,,High,White
130799.0,Female,47.0,Non-Hispanic Black,No,US,,High school,Married/Living with partner,,4.0,,High,Back-Hispanic-Asian
130800.0,Female,28.0,Non-Hispanic Black,No,US,,College graduate,Never married,No,3.0,,High,Back-Hispanic-Asian
130801.0,Male,56.0,Other Hispanic,No,US,,High school,Married/Living with partner,,1.0,0.88,Low,Back-Hispanic-Asian
130802.0,Female,63.0,Non-Hispanic White,No,US,,College graduate,Married/Living with partner,,2.0,4.37,Middle,White
130803.0,Male,4.0,Other Hispanic,,US,,,,,6.0,3.37,Middle,Back-Hispanic-Asian
130804.0,Male,52.0,Non-Hispanic White,No,US,,< 9th grade,Never married,,2.0,0.92,Low,White
130805.0,Female,35.0,Non-Hispanic White,No,US,,High school,Widowed/Divorced/Separated,Yes,5.0,0.65,Low,White
130806.0,Female,77.0,Non-Hispanic Asian,No,Others,>20,9-11th grade,Widowed/Divorced/Separated,,2.0,3.11,Middle,Back-Hispanic-Asian
130807.0,Female,60.0,Non-Hispanic Black,No,US,,High school,Married/Living with partner,,2.0,0.66,Low,Back-Hispanic-Asian
130808.0,Male,12.0,Non-Hispanic White,,US,,,,,5.0,,High,White
130809.0,Male,80.0,Non-Hispanic Asian,No,Others,>20,Some college,Married/Living with partner,,2.0,1.16,Low,Back-Hispanic-Asian
130810.0,Male,69.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,1.44,Low,White
130811.0,Male,59.0,Other Hispanic,No,Others,15-19,College graduate,Married/Living with partner,,3.0,0.85,Low,Back-Hispanic-Asian
130812.0,Female,5.397605346934028e-79,Other Race,,US,,,,,7.0,2.39,Middle,Back-Hispanic-Asian
130813.0,Female,13.0,Mexican American,,US,,,,,6.0,5.397605346934028e-79,Low,Back-Hispanic-Asian
130814.0,Female,22.0,Non-Hispanic White,No,US,,College graduate,Never married,Cannot ascertain,5.0,4.62,Middle,White
130815.0,Male,51.0,Non-Hispanic Black,No,US,,College graduate,Never married,,1.0,2.58,Middle,Back-Hispanic-Asian
130816.0,Male,12.0,Non-Hispanic Black,,US,,,,,3.0,1.09,Low,Back-Hispanic-Asian
130817.0,Female,4.0,Non-Hispanic White,,US,,,,,3.0,,High,White
130818.0,Female,36.0,Non-Hispanic White,No,US,,High school,Never married,No,1.0,2.8,Middle,White
130819.0,Male,4.0,Other Race,,US,,,,,2.0,0.97,Low,Back-Hispanic-Asian
130820.0,Male,3.0,Non-Hispanic White,,US,,,,,5.0,2.7,Middle,White
130821.0,Female,71.0,Non-Hispanic White,No,US,,High school,Married/Living with partner,,2.0,5.0,High,White
130822.0,Female,8.0,Non-Hispanic White,,US,,,,,5.0,1.71,Low,White
130823.0,Male,11.0,Non-Hispanic White,,US,,,,,4.0,5.0,High,White
130824.0,Male,8.0,Non-Hispanic White,,US,,,,,3.0,2.54,Middle,White
130825.0,Female,14.0,Other Race,,US,,,,,3.0,1.61,Low,Back-Hispanic-Asian
130826.0,Female,79.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,3.3,Middle,White
130827.0,Male,33.0,Non-Hispanic White,No,US,,Some college,Married/Living with partner,,2.0,5.0,High,White
130828.0,Female,22.0,Non-Hispanic Asian,No,Others,5-9,9-11th grade,Never married,No,3.0,5.397605346934028e-79,Low,Back-Hispanic-Asian
130829.0,Female,73.0,Non-Hispanic White,No,US,,9-11th grade,Married/Living with partner,,2.0,3.55,Middle,White
